,Adjusted Close
2013-05-09,42.11
2013-05-10,42.39
2013-05-13,43.32
2013-05-14,44.43
2013-05-15,45.5
2013-05-16,45.85
2013-05-17,45.52
2013-05-20,45.38
2013-05-21,45.05
2013-05-22,44.65
2013-05-23,45.0
2013-05-24,45.03
2013-05-28,45.43
2013-05-29,44.47
2013-05-30,44.25
2013-05-31,44.04
2013-06-03,44.58
2013-06-04,43.19
2013-06-05,42.85
2013-06-06,43.23
2013-06-07,42.97
2013-06-10,43.64
2013-06-11,43.95
2013-06-12,43.0
2013-06-13,42.9
2013-06-14,43.09
2013-06-17,43.53
2013-06-18,43.89
2013-06-19,43.79
2013-06-20,43.34
2013-06-21,44.19
2013-06-24,43.32
2013-06-25,43.0
2013-06-26,42.02
2013-06-27,42.33
2013-06-28,42.56
2013-07-01,42.95
2013-07-02,43.06
2013-07-03,43.62
2013-07-05,43.24
2013-07-08,43.93
2013-07-09,43.69
2013-07-10,43.61
2013-07-11,43.27
2013-07-12,43.5
2013-07-15,43.65
2013-07-16,43.74
2013-07-17,43.83
2013-07-18,44.04
2013-07-19,44.07
2013-07-22,44.57
2013-07-23,44.32
2013-07-24,43.52
2013-07-25,43.48
2013-07-26,43.27
2013-07-29,43.47
2013-07-30,43.39
2013-07-31,44.85
2013-08-01,46.29
2013-08-02,45.22
2013-08-05,45.33
2013-08-06,45.95
2013-08-07,45.54
2013-08-08,45.38
2013-08-09,45.64
2013-08-12,45.58
2013-08-13,45.38
2013-08-14,45.3
2013-08-15,44.75
2013-08-16,44.16
2013-08-19,44.32
2013-08-20,44.29
2013-08-21,44.0
2013-08-22,43.66
2013-08-23,43.53
2013-08-26,43.43
2013-08-27,43.12
2013-08-28,43.98
2013-08-29,43.9
2013-08-30,43.26
2013-09-03,43.1
2013-09-04,43.23
2013-09-05,43.19
2013-09-06,42.82
2013-09-09,43.15
2013-09-10,43.77
2013-09-11,43.73
2013-09-12,44.47
2013-09-13,44.37
2013-09-16,44.45
2013-09-17,44.77
2013-09-18,45.09
2013-09-19,44.0
2013-09-20,44.72
2013-09-23,44.86
2013-09-24,44.76
2013-09-25,44.69
2013-09-26,45.1
2013-09-27,44.93
2013-09-30,44.88
2013-10-01,44.67
